Date,Country,Site,Lat,Long,Transect,dist_port,Depth,cprod_mean,cprod_l95,cprod_u95,macberos_mean,micberos,rug,tlength,hcprod_mean,hcprod_l95,hcprod_u95,ccaprod_mean,ccaprod_l95,ccaprod_u95,eros_urch,Balance,lower95,upper95,coral_cover,cca_cover,sed_cover,soft_cover,mac_cover,turf_cover,rub_cover,rock_cover,lpave_cover,sand_cover,tot-bare-substrate,other_cover,numb_gen,eros_pfish,gnet,eros_tot,prod_bacro,prod_tacro,prod_br_por,prod_poc,prod_othbrcor,prod_masspor,prod_massother,prod_encpor,prod_othenc,prod_fol,prod_mush,prod_other,prod_branchinf,prod_mass,prod_enc,prod_oth,cover_comp,cover_weedy,cover_general,cover_stress,prod_com,prod_weed,prod_gen,prod_stress,v_accret
11/07/2017,Singapore,Kusu,1.225422,103.860006,4,13.29,4,2.873043154,1.229043482,4.823245006,1.222188,1.222188,2.588,10,2.891275629,1.216183852,4.873064906,0.098469,0.064827,0.132111,0,1.876300629,1.281010852,5.005175906,19.36090226,6.966457796,0.479174346,0,14.19093255,27.27607814,6.41356432,0,0,8.256542573,14.67010689,6.56100258,10,1.272294406,-0.693283777,3.716670406,0,0,0,0,0.076333053,0,1.746721323,0,0.353524184,0,0,0.658475594,0.076333053,1.746721323,0.353524184,6.58E-01,0,6.310679612,28.39805825,65.29126214,0,0.532183173,0.403003164,1.899867817,0.427328947
11/07/2017,Singapore,Kusu,1.225422,103.860006,5,13.29,3.9,5.315596866,2.367999883,9.011712804,1.310078,1.310078,2.534,10,5.067157928,2.151009708,8.727341309,0.142233,0.093639,0.190827,0,4.015876928,2.244648708,8.918168309,32.97697368,10.11485735,1.59318266,0.185253798,21.41533901,28.67728788,2.556502408,0,0,0,2.556502408,3.18636532,6,1.272294406,1.365534522,3.892450406,0,0,0,0,0,0,0.13321165,0,0.156969172,2.916856361,0,2.053686683,0,0.13321165,0.156969172,4.97E+00,0,6.733167082,87.65586035,5.610972569,0,1.105303513,4.009866509,0.145553844,1.800065562
11/07/2017,Singapore,Kusu,1.225422,103.860006,6,13.29,3.5,4.902573444,2.619699256,7.254224213,1.51481,1.51481,3.041,10,3.715819111,1.980799962,5.51961484,0.105763,0.069629,0.141897,0.041279426,2.400272684,2.009149536,5.620232414,11.47736299,4.07548685,0.341296928,0,10.72073881,28.66894198,22.50552098,0,0,2.228468179,24.73398916,0.923509335,5,1.272294406,-0.485477721,4.343193832,0,0,0,3.89474956,0,0,0.516373839,0,0,0,0,0.450647046,3.89474956,0.516373839,0,4.51E-01,59.51557093,3.460207612,12.11072664,24.91349481,3.89474956,0.204685836,0.24596121,0.516373839,1.462521615
11/03/2017,Singapore,Raffles,1.160084,103.740365,1,14.89,4,4.506616962,3.504381136,9.49106427,1.193753,1.193753,2.332,10,4.013563428,2.841717605,8.110791756,0.155848,0.079948,0.231748,1.761362834,1.320509594,1.160302772,6.581176923,33.61921098,16.94007365,0,0,3.481754268,29.6953465,10.57917643,0,0,0.770003348,11.34917978,0.93739538,16,1.427748818,-1.331306224,5.576617652,0.409504072,0,0,1.221815275,0,0,0,0.121557113,1.293895767,0.850858839,0,0.507279896,1.631319347,0,1.415452881,1.36E+00,10.33163265,0,50.12755102,39.54081633,1.631319347,0,2.067666796,0.70592482,0.486312569
11/03/2017,Singapore,Raffles,1.160084,103.740365,2,14.89,4,2.121232654,1.242658632,3.194315428,0.904233,0.904233,1.835,10,1.925550071,1.046237679,3.002303659,0.097636,0.050086,0.145186,0.42379033,0.775616741,0.672533349,2.723699328,31.0626703,12.25658648,0,0,0.343642612,30.66055746,13.32569683,0,0,3.283696067,16.6093929,1.756395571,5,1.427748818,-1.589269077,3.660005148,0,0,0,0,0,0,0,0,1.298336703,0,0,0.759178951,0,0,1.298336703,7.59E-01,0,11.05263158,76.66666667,12.28070175,0,0.13476993,1.877025912,0.045719812,0.086508838
11/03/2017,Singapore,Raffles,1.160084,103.740365,3,14.89,4,5.153845353,2.762345891,7.831035518,1.088285,1.088285,2.171,10,4.666424644,2.196524047,7.522057098,0.117656,0.00316,0.174956,0.883106097,2.909519548,1.316577951,6.813907001,28.59857482,14.20602454,0,0,0.595016735,36.1100781,8.40461138,0,0,2.454444031,10.85905541,2.528821123,12,1.427748818,0.353955729,4.487424915,0,0,0,0,0,0.805025266,0.932294884,0,0.210441124,0.214601518,0,2.914700561,0,1.73732015,0.210441124,3.13E+00,0,10.79734219,51.82724252,37.37541528,0,1.330457932,1.946894726,1.799710695,1.363786741
11/03/2017,Singapore,Raffles,1.160084,103.740365,4,14.89,4,6.986011911,2.34345255,12.08848315,1.179277,1.179277,2.321,10,7.112633578,2.295824257,12.38957116,0.082236,0.042186,0.122286,1.547100682,4.573417896,0.790909574,10.96475648,38.9876881,9.325881942,0,0,0.558854349,29.02549773,8.767027593,0,0,1.397135871,10.16416346,6.426825009,11,1.427748818,1.901516078,5.3334035,0,0,0,0,0,0,1.175856795,0,1.726062948,0,1.119801195,2.910623973,0,1.175856795,1.726062948,4.03E+00,0,15.78947368,38.83040936,45.38011696,0,2.763258782,1.739963413,2.429122716,1.428260737
11/03/2017,Singapore,Raffles,1.160084,103.740365,5,14.89,4,5.684640869,2.538212563,9.266189705,0.968341,0.968341,1.911,10,5.367156407,2.156265551,9.015030592,0.075152,0.038552,0.111752,0.565894414,3.994230993,1.628923137,8.560888178,39.60448957,9.594966575,0,0,0.471883602,28.50963429,11.67911915,0,0,1.494298073,13.17341722,4.364923319,13,1.427748818,1.548583175,3.930325232,0,0,0,0,0,0,0.778035084,0,1.013522904,0.585874329,0.505051755,2.753112797,0,0.778035084,1.013522904,3.84E+00,0,9.446693657,67.07152497,23.48178138,0,1.43280085,2.672514765,1.530281255,1.802189543
11/03/2017,Singapore,Raffles,1.160084,103.740365,6,14.89,4,6.543773123,3.863114033,9.832403909,1.103795,1.103795,2.15,10,5.857275551,3.171574053,9.182833807,0.065296,0.033496,0.097096,1.018349903,3.898636648,2.18672015,8.261579903,35.28584817,8.2780164,0,0,0,40.53104256,7.731354939,0,0,0.585708708,8.317063647,4.529480672,13,1.427748818,1.30068283,4.653688721,0,0,0,0,0.125725028,0.535598359,2.931447787,0,0.659607973,0.390239017,0,1.858542959,0.125725028,3.467046146,0.659607973,2.25E+00,0,0,47.67596282,52.32403718,0,0,2.816566296,3.684594828,1.137206246
31/10/2017,Singapore,Semakau,1.20259,103.755094,1,10.08,3.5,6.353768833,4.20759072,8.711297329,1.407791,1.407791,2.777,10,6.407086685,4.207843743,8.817680011,0.005278,0.004698,0.005858,0.433577659,4.715366513,3.773979334,8.433170076,38.7828592,1.911037891,0,0,5.041186161,41.25205931,3.459637562,0,0,1.779242175,5.238879736,5.831960461,5,0.263443762,2.900341264,3.512603421,0,0,0,0,0,0,0.046902808,0,0.006981056,0,0.409860269,5.943342552,0,0.046902808,0.006981056,6.35E+00,0,3.621169916,0,96.37883008,0,0.863250612,0,5.543836073,2.647048767
31/10/2017,Singapore,Semakau,1.20259,103.755094,2,10.08,3.6,5.580371882,2.003159741,9.533476009,0.91509,0.91509,1.887,10,5.428249496,1.702346653,9.529262015,0.000637,0.000567,0.000707,0.190446352,4.407076823,1.511865693,9.34473763,29.19978803,0.347394541,0,0.545905707,14.98759305,36.67493797,0,0,0,5.806451613,5.806451613,8.486352357,11,0.263443762,3.144886382,2.284070114,0,0,0,0,0,0,0.625731487,0,0.326859683,0.59028529,0.336673861,3.548699174,0,0.625731487,0.326859683,4.48E+00,0,24.13793103,35.20871143,40.65335753,0,2.943905933,1.279185421,1.205158142,2.339267749
31/10/2017,Singapore,Semakau,1.20259,103.755094,3,10.08,3.6,2.97471263,1.172881608,4.99849124,1.036585,1.036585,2.118,10,2.999015437,1.173443939,5.046435645,0.00182,0,0.00202,0.190446352,1.872624598,0.982997587,4.872909198,16.80830973,0.685635927,0,0.239972575,3.908124786,37.26431265,11.75865615,0,0,3.873842989,15.63249914,14.43263627,9,0.263443762,0.473975323,2.527060114,0,0,0,0,0,0,0.460764474,0,0.342786987,0,1.313728791,0.881735185,0,0.460764474,0.342786987,2.20E+00,0,4.775280899,37.07865169,58.14606742,0,0.376288728,0.73245328,1.890273429,0.656921082
31/10/2017,Singapore,Semakau,1.20259,103.755094,4,10.08,3.2,5.009873394,2.541836497,7.945328214,1.197889,1.197889,2.558,10,4.801252713,2.320094476,7.750060056,0.001092,0.000972,0.001212,0.270487613,3.444504407,2.049547535,7.489724386,35.340729,0.38897893,0,1.329011345,1.361426256,31.50729335,5.186385737,0,0,7.811993517,12.99837925,10.50243112,8,0.263443762,1.872755338,2.929709375,0,0,0,0,0,0,1.732367238,0,0.720850001,0.681713085,0,1.666322389,0,1.732367238,0.720850001,2.35E+00,0,1.905829596,70.1793722,27.91479821,0,0.376288728,2.469571368,1.955392616,1.935286793
31/10/2017,Singapore,Semakau,1.20259,103.755094,5,10.08,3.4,3.986475514,1.304042291,6.865419446,1.084149,1.084149,2.272,10,4.112472358,1.297761572,7.123479892,0.009919,0.008829,0.011009,0.422172131,2.748450522,0.87505055,6.793521242,13.86443662,3.373568555,0,2.414113278,1.578458682,43.79449087,12.13246673,0,0,5.41627979,17.54874652,3.992571959,7,0.263443762,1.269567465,2.853913893,0,0,0,0,0,0,0.854220239,0,0.011115589,0.140793219,0.720902502,2.385440809,0,0.854220239,0.011115589,3.25E+00,0,31.11111111,31.42857143,37.46031746,0,2.169193845,0.357040182,1.58623833,1.585823986
31/10/2017,Singapore,Semakau,1.20259,103.755094,6,10.08,3.3,4.421339293,1.371540202,7.775097504,0.963688,0.963688,2.14,10,4.582369828,1.376181409,8.092305303,0.005278,0.004698,0.005858,0.237686664,3.491129651,1.138207995,7.903686363,14.6728972,1.942397857,0,0,2.679169457,43.70395177,9.075686537,0,0,9.243134628,18.31882117,4.521098459,8,0.263443762,2.159721402,2.428506426,0,0,0,0,0.640706545,0,1.100806449,0,0.009048322,0.115215038,0.281784055,2.434809418,0.640706545,1.100806449,0.009048322,2.83E+00,0,35.03184713,22.92993631,42.03821656,0,2.434809418,0.755921583,1.391638826,1.894688837
11/08/2017,Singapore,Sisters,1.215376,103.83138,1,11.68,4.6,4.239794822,2.152009858,6.55509147,0.958001,0.958001,1.981,10,4.047842914,1.849355629,6.517620352,0.094833,0.033579,0.156087,0.634965895,2.634947019,1.247968734,6.038741458,14.48763251,12.76374957,0,0.415081287,10.96506399,29.15946039,12.97129021,0,0,4.427533725,17.39882394,1.971636112,7,0.1744947,1.478467319,2.725462595,0,0,0,0,0,0.840948854,0.158879852,0.132050677,0.281893766,0,1.321063817,1.430788856,0,0.999828706,0.413944443,2.75E+00,0,9.407665505,6.620209059,83.97212544,0,0.552651756,0.077668583,3.535305483,1.607660721
11/08/2017,Singapore,Sisters,1.215376,103.83138,2,11.68,4.5,5.856580037,2.561211714,9.502965866,1.030381,1.030381,2.08,10,5.794542588,2.358428516,9.582453618,0.041377,0.014651,0.068103,0.892977786,4.004238802,1.48010173,8.757578832,30.86538462,6.196975286,0,0,7.967539653,31.61195131,10.03319808,0,0,3.209147916,13.242346,4.057543342,14,0.1744947,2.734411102,3.128234486,0,0,0,0,0,0,2.255553169,0,0.417347154,0.162464452,0,2.988854263,0,2.255553169,0.417347154,3.15E+00,0,19.62616822,24.29906542,56.07476636,0,2.347879149,1.009414001,2.466925888,1.423010751
11/08/2017,Singapore,Sisters,1.215376,103.83138,3,11.68,4.5,3.908132629,2.056931086,6.136689723,1.072775,1.072775,2.17,10,3.695369541,1.881455114,5.928818491,0.092777,0.009555,0.152703,0.588033907,2.222787633,1.302976206,5.493487584,14.35429669,11.19379845,0,0,6.294573643,31.19379845,15.37984496,0,0,2.945736434,18.3255814,5.395348837,11,0.1744947,0.939993934,2.908078607,0,0,0,0.294370606,0,0.302095039,1.954382824,0,0.529879467,0.224058151,0,0.530785543,0.294370606,2.256477863,0.529879467,7.55E-01,4.347826087,9.364548495,37.45819398,48.82943144,0.294370606,0.503344037,0.648802408,2.389054578,0.848061319
11/08/2017,Singapore,Sisters,1.215376,103.83138,4,11.68,4.8,2.228935656,0.847419602,3.904105211,1.054163,1.054163,2.113,10,2.209133486,0.81510009,3.897379604,0.074016,0.026208,0.121824,0.357183059,0.965597427,0.484125031,3.662020545,16.34707574,9.536336731,0.526142716,0,6.609667872,34.52811575,13.58105886,0,0,2.433410062,16.01446892,5.55738244,6,0.1744947,-0.309046273,2.640003759,0,0,0,0,0,0,0,0.038292349,0.588475553,0.134094553,0,1.410185201,0,0,0.626767902,1.54E+00,0,5.865102639,54.25219941,39.88269795,0,0.409371671,0.698044235,1.06363175,0.433981629
11/08/2017,Singapore,Sisters,1.215376,103.83138,5,11.68,4.2,2.049703764,0.794706731,3.645979294,1.169454,1.169454,2.297,10,1.929718529,0.71328202,3.487572264,0.133126,0.047138,0.219114,0.326497541,0.670944988,0.433922479,3.380188724,23.38600451,16.27906977,0.754242615,0,11.43934632,26.55562539,11.25078567,0,0,1.099937146,12.35072282,3.991200503,8,0.1744947,-0.691067712,2.839900241,0,0,0,0,0,0,0.453177995,0,0.635748437,0.49684999,0,0.359809342,0,0.453177995,0.635748437,8.57E-01,0,0,81.85328185,18.14671815,0,0,1.363103586,0.582482178,0.35519932
11/08/2017,Singapore,Sisters,1.215376,103.83138,6,11.68,4.2,1.637790462,0.755421591,2.67869929,0.97196,0.97196,1.918,10,1.593602085,0.728073505,2.619562769,0.094576,0.033488,0.155664,0.261248318,0.541449767,0.500313187,2.513978451,15.64129301,16.2976085,3.277236492,0,25.81930912,24.97785651,2.701505757,0,0,1.682905226,4.384410983,7.573073516,6,0.1744947,-0.630396933,2.379663018,0,0,0,0,0.336763468,0,0.553967254,0,0.055388245,0,0,0.617703496,0.336763468,0.553967254,0.055388245,6.18E-01,42,0,27,31,0.617703496,0,0.371090944,0.575028023,0.470351451
30/10/2017,Singapore,TPT,1.230714,103.730356,1,7.71,3,3.205608597,1.518266612,5.522923561,0.99781,0.99781,2.031,10,3.195665597,1.514545612,5.506758561,0.009943,0.003721,0.016165,1.027318312,1.269260284,0.4909483,4.495605249,25.91649695,2.377240842,0,0,4.94933749,43.49181606,8.456742011,0,0,3.936087295,12.39282931,1.948558067,9,0.06586094,0.123031345,3.088799252,0,0,0,0,0,0,0.627406065,0,0.061592016,1.308235033,0.13541124,1.063021242,0,0.627406065,0.061592016,2.51E+00,0,8.644400786,66.79764244,24.55795678,0,0.416306417,2.159853228,0.619505952,1.071824368
30/10/2017,Singapore,TPT,1.230714,103.730356,2,7.71,3.1,3.970305649,1.9707728,6.524728867,1.186515,1.186515,2.33,10,3.931185649,1.9561328,6.461128867,0.03912,0.01464,0.0636,1.236542382,1.652818267,0.734230418,5.288186485,31.93133047,9.888751545,0,0,11.57807993,41.49155336,0,0,0,1.4421096,1.4421096,3.502266172,8,0.06586094,0.319352327,3.675433322,0,0,0,0,0.04666039,0,0.812893779,0,0.564503808,1.018122536,0,1.489005135,0.04666039,0.812893779,0.564503808,2.51E+00,0,11.21621622,57.97297297,30.81081081,0,0.554225452,2.124130704,1.206169102,1.354690626
30/10/2017,Singapore,TPT,1.230714,103.730356,3,7.71,3.4,4.86625637,2.444066728,7.947461806,1.101727,1.101727,2.207,10,4.85158637,2.444066728,7.923611806,0.01467,0,0.02385,0.351018807,3.511536563,2.093047921,7.596442999,41.75068745,3.602882306,0,0,5.084067254,35.3082466,4.523618895,0,0,3.042433947,7.566052842,3.84307446,12,0.06586094,2.255102623,2.620333747,0,0,0,0,0,0,2.523176608,0,1.139961378,0.809120836,0,0.379327549,0,2.523176608,1.139961378,1.19E+00,0,0,26.01536773,73.98463227,0,0,1.316115466,3.535470904,1.227146328
30/10/2017,Singapore,TPT,1.230714,103.730356,4,7.71,2.8,6.989676493,3.357687035,11.31371633,1.376254,1.376254,2.662,10,6.947948493,3.342071035,11.24587633,0.041728,0.015616,0.06784,0.662376386,5.073498106,2.695310648,10.65133994,41.46156759,9.616829452,0,0,7.062359128,29.93989482,0,0,0,0,0,11.45755071,11,0.06586094,3.535043167,3.480745326,0,0,0,0,1.647895901,0,2.074594602,0,0.091504024,1.011130711,0,2.122823255,1.647895901,2.074594602,0.091504024,3.13E+00,0,4.474885845,69.8630137,25.66210046,0,1.084596923,3.752142997,2.111208573,2.960482797
30/10/2017,Singapore,TPT,1.230714,103.730356,5,7.71,2.9,5.554170698,2.672874725,8.972932928,1.081047,1.081047,2.131,10,5.535099698,2.665737725,8.941927928,0.019071,0.007137,0.031005,0.756340767,3.812968932,1.916533959,8.216592161,32.75691699,5.552918842,0,0,16.23160892,29.28334124,0,0,0,1.898433792,1.898433792,11.62790698,9,0.06586094,2.581808991,2.984295707,0,0,0,0,0,0,3.27146578,0,0.399417314,0,0,1.864216604,0,3.27146578,0.399417314,1.86E+00,0,6.938159879,23.3785822,69.68325792,0,1.018193029,0.479547509,4.03735916,1.375824333
30/10/2017,Singapore,TPT,1.230714,103.730356,6,7.71,3,2.813839502,1.611426025,4.291000099,0.790493,0.790493,1.863,10,2.805200502,1.608193025,4.276955099,0.008639,0.003233,0.014045,0.052684954,2.040995547,1.558741071,4.238315145,27.37520129,2.110712863,0,0,3.663878933,33.89088013,6.252489048,0,0,13.30147352,19.55396256,0.915969733,7,0.06586094,1.119713608,1.699531894,0,0,0,0,0,0,1.130994179,0,0.149705949,0,0,1.524500373,0,1.130994179,0.149705949,1.52E+00,0,14.31372549,61.96078431,23.7254902,0,0.518861597,1.145115108,1.141223796,1.17142741
